,Age,Height(cm),Weight(kg),Gender,Physical Activity,Calories
1806,28,205,46,0,1,2103
1807,55,168,75,0,1,2182
1808,39,166,53,1,4,2437
1809,39,188,38,1,0,1455
1810,30,176,71,1,4,2887
1811,19,211,96,0,4,4330
1812,59,210,46,1,0,1521
1813,30,159,118,0,3,3901
1814,18,156,91,0,4,3712
1815,36,204,87,0,3,3499
1816,45,200,68,0,2,2640
1817,55,201,66,1,3,2488
1818,51,213,39,0,4,2552
1819,51,134,44,1,3,1809
1820,40,168,37,0,2,1802
1821,50,152,73,0,4,2872
1822,22,210,52,1,4,2819
1823,30,143,115,1,3,3146
1824,30,135,52,1,1,1673
1825,51,161,42,0,4,2154
1826,46,138,94,0,0,2098
1827,44,145,99,0,3,3209
1828,44,201,63,1,0,1754
1829,51,152,58,1,2,1912
1830,31,140,74,1,4,2719
1831,28,189,61,1,1,2029
1832,27,142,84,1,3,2669
1833,50,149,56,1,4,2300
1834,20,137,45,1,2,1862
1835,39,153,47,0,3,2123
1836,53,203,74,1,2,2373
1837,51,168,62,0,1,1974
1838,40,183,64,0,1,2195
1839,19,186,86,0,4,3847
1840,56,207,51,0,3,2496
1841,60,182,38,1,4,2095
1842,19,153,83,1,2,2490
1843,46,206,64,1,1,2032
1844,27,178,107,1,3,3228
1845,30,158,80,1,0,1856
1846,27,149,55,1,4,2471
1847,44,183,65,1,3,2458
1848,18,178,82,0,2,3005
1849,31,185,120,0,0,2889
1850,22,209,108,0,4,4585
1851,53,208,72,1,1,2101
1852,24,159,86,1,3,2814
1853,27,196,101,1,3,3228
1854,39,174,47,1,4,2379
1855,37,188,116,0,2,3618
1856,20,177,89,0,1,2772
1857,26,157,117,0,3,3901
1858,52,202,83,1,1,2221
1859,60,146,97,1,2,2382
1860,57,184,41,0,2,1855
1861,52,141,109,0,2,2991
1862,28,186,99,1,1,2499
1863,27,171,66,1,2,2279
1864,46,136,56,0,2,1906
1865,59,138,107,0,4,3513
1866,26,138,103,1,3,2958
1867,52,172,58,1,4,2454
1868,37,147,52,1,2,1896
1869,43,179,89,1,0,1966
1870,34,189,42,1,0,1529
1871,59,134,58,1,2,1772
1872,36,174,51,1,4,2474
1873,60,177,43,0,4,2229
1874,52,190,97,0,1,2756
1875,52,145,113,1,4,3261
1876,54,142,81,1,4,2665
1877,42,138,63,1,3,2200
1878,53,145,120,1,0,2132
1879,24,134,86,1,1,2136
1880,21,135,108,0,2,3199
1881,40,195,73,1,0,1864
1882,58,210,119,0,1,3246
1883,60,147,91,1,4,2820
1884,21,134,101,1,2,2643
1885,41,191,55,0,3,2603
1886,31,165,50,0,1,1889
1887,55,198,49,1,2,1977
1888,25,142,39,0,4,2185
1889,23,139,99,1,2,2625
1890,37,137,53,0,0,1494
1891,36,139,54,1,2,1893
1892,20,151,98,0,0,2414
1893,35,168,75,1,4,2869
1894,29,193,70,0,4,3396
1895,45,212,79,0,0,2290
1896,56,194,50,0,4,2605
1897,27,188,62,0,2,2585
1898,27,184,102,1,1,2535
1899,43,165,102,1,2,2659
1900,20,144,79,1,0,1845
1901,21,208,111,1,1,2787
1902,51,137,112,0,4,3717
1903,37,136,113,0,2,3169
1904,39,183,49,0,2,2172
1905,37,175,100,0,4,3909
1906,46,153,95,0,2,2842
1907,28,179,104,0,3,3763
1908,24,150,84,1,3,2734
1909,27,139,63,0,1,1988
1910,56,137,81,1,3,2377
1911,51,184,97,1,0,2032
1912,59,142,62,1,2,1868
1913,54,211,35,1,1,1637
1914,46,158,74,0,2,2444
1915,56,138,52,0,3,1948
1916,22,180,97,0,3,3668
1917,36,173,89,0,2,2955
1918,46,140,50,1,3,1974
1919,54,170,54,1,1,1704
1920,29,204,108,0,0,2819
1921,33,205,45,1,2,2101
1922,52,139,113,1,1,2334
1923,37,167,71,1,2,2264
1924,35,184,77,0,3,3112
1925,27,178,87,0,0,2345
1926,60,144,82,0,0,1844
1927,56,141,102,1,1,2179
1928,42,136,52,1,0,1401
1929,34,200,97,1,4,3452
1930,23,176,94,1,1,2423
1931,30,186,70,0,4,3322
1932,38,188,107,1,0,2225
1933,31,162,61,1,2,2137
1934,59,155,66,0,3,2383
1935,34,158,91,0,2,2902
1936,24,195,85,0,3,3495
1937,42,162,64,0,2,2301
1938,21,143,117,1,4,3574
1939,50,196,49,1,3,2227
1940,54,184,55,0,1,1927
1941,34,184,86,0,0,2316
1942,23,174,40,1,0,1508
1943,48,166,98,1,2,2573
1944,22,168,108,1,4,3555
1945,55,154,84,1,3,2524
1946,47,170,116,0,3,3780
1947,41,181,44,0,3,2266
1948,50,136,119,1,4,3330
1949,35,205,38,1,4,2436
1950,42,162,57,1,3,2233
1951,35,155,119,0,4,4232
1952,19,169,68,1,4,2883
1953,49,188,36,0,2,1851
1954,33,148,78,0,0,1987
1955,43,170,114,1,2,2855
1956,24,143,70,1,0,1720
1957,60,146,79,1,3,2364
1958,34,135,103,1,3,2882
1959,23,135,92,0,4,3492
1960,57,210,117,1,2,2996
1961,45,186,56,0,0,1770
1962,44,163,120,1,2,2901
1963,38,197,71,1,4,2944
1964,42,134,38,0,1,1377
1965,27,142,43,1,0,1401
1966,20,208,52,1,4,2823
1967,29,195,35,0,2,2059
1968,39,189,116,0,1,3201
1969,27,180,61,1,0,1742
1970,53,147,85,1,0,1751
1971,45,196,59,0,1,2150
1972,22,159,117,0,3,3957
1973,18,137,90,0,3,3190
1974,36,196,71,1,3,2683
1975,31,206,48,0,0,1852
1976,26,200,61,1,4,2885
1977,32,153,103,1,2,2689
1978,47,166,40,0,0,1384
1979,38,197,69,0,3,3005
1980,41,168,99,1,4,3241
1981,19,157,78,1,3,2713
1982,48,184,93,0,3,3354
1983,21,140,103,1,3,3006
1984,54,138,90,0,1,2268
1985,58,150,56,0,2,1905
1986,35,169,51,0,1,1902
1987,57,143,54,0,3,2025
1988,43,179,94,0,0,2355
1989,40,148,45,1,3,1982
1990,57,209,102,0,1,2934
1991,50,140,60,1,3,2103
1992,41,138,58,1,4,2344
1993,37,152,91,1,1,2199
1994,49,158,100,0,2,2957
1995,22,154,65,0,0,1887
1996,30,191,75,0,3,3173
1997,23,160,77,1,2,2411
1998,57,142,44,0,4,1967
1999,19,197,67,1,4,3030
2000,33,159,63,1,4,2621
2001,57,142,96,0,4,3291
2002,28,177,44,1,1,1762
2003,38,212,80,1,3,2897
2004,37,184,44,0,0,1620
2005,33,155,35,0,0,1336
2006,52,204,76,1,4,2958
2007,49,200,66,1,2,2271
2008,41,165,55,0,3,2387
2009,36,138,49,0,4,2285
2010,36,152,50,0,1,1764
2011,29,190,79,1,2,2543
2012,54,136,79,1,2,2116
2013,25,208,75,1,2,2599
2014,46,143,54,1,3,2054
2015,20,177,45,1,3,2286
2016,60,154,115,1,3,2981
2017,44,153,100,0,4,3633
2018,56,201,63,0,1,2171
2019,27,212,70,1,2,2533
2020,25,166,67,1,4,2799
2021,26,163,110,0,4,4173
2022,52,156,52,0,2,1919
2023,38,204,51,0,0,1841
2024,22,206,79,0,0,2412
2025,50,147,77,1,0,1678
2026,20,209,56,1,4,2899
2027,24,210,41,1,0,1648
2028,48,185,54,1,2,2033
2029,47,165,57,1,1,1763
2030,50,188,80,0,3,3067
2031,40,144,75,1,3,2439
2032,19,142,36,0,3,1973
2033,56,152,86,0,1,2271
2034,47,189,81,0,2,2811
2035,35,174,112,0,0,2670
2036,53,171,40,0,3,1973
2037,60,188,48,1,2,1881
2038,47,181,66,1,3,2441
2039,25,213,114,0,3,4305
2040,41,134,70,0,4,2729
2041,34,160,63,0,2,2336
2042,50,152,106,1,4,3196
2043,52,190,50,1,2,1973
2044,31,199,110,0,3,4038
2045,20,156,43,0,1,1786
2046,38,209,58,0,4,3140
2047,59,181,64,1,1,1848
2048,41,147,110,0,0,2441
2049,56,202,85,0,1,2583
2050,20,179,93,0,1,2859
2051,25,141,93,1,3,2822
2052,49,169,43,1,4,2197
2053,38,139,42,0,0,1322
2054,31,147,57,0,1,1899
2055,49,170,101,1,2,2628
2056,46,150,109,0,1,2760
2057,33,202,103,0,0,2700
2058,39,211,82,1,4,3212
2059,34,163,35,1,0,1354
2060,27,178,92,0,1,2780
2061,27,155,46,1,3,2132
2062,34,147,104,1,3,2962
2063,40,150,79,0,4,3115
2064,35,190,53,0,1,2078
2065,44,172,116,1,2,2887
2066,50,153,35,0,3,1738
2067,26,145,86,0,1,2459
2068,44,197,60,0,3,2738
2069,54,166,87,1,4,2911
2070,36,157,68,1,1,1934
2071,38,155,107,1,0,2103
2072,32,182,82,0,0,2254
2073,56,155,62,0,3,2319
2074,46,149,114,1,0,2117
2075,59,162,55,0,0,1521
2076,57,204,62,1,2,2179
2077,54,201,54,0,1,2021
2078,53,150,77,0,4,2923
2079,32,205,73,0,1,2569
2080,28,199,97,0,2,3385
2081,40,205,73,0,1,2506
2082,40,211,91,1,3,3052
2083,19,205,44,0,1,2136
2084,36,155,106,1,1,2409
2085,38,173,114,0,2,3456
2086,40,161,51,0,4,2502
2087,40,175,98,0,2,3121
2088,33,143,106,1,3,2980
2089,26,169,79,1,3,2741
2090,32,152,71,0,2,2460
2091,53,185,37,1,3,1955
2092,44,167,75,1,2,2275
2093,48,186,81,1,0,1877
2094,52,138,53,1,0,1368
2095,31,154,117,0,2,3439
2096,58,197,35,0,0,1408
2097,45,190,62,0,0,1890
2098,28,178,78,0,4,3474
2099,56,202,40,0,3,2200
2100,34,185,111,0,1,3121
2101,41,201,99,0,0,2575
2102,36,209,91,1,3,3071
2103,31,145,70,0,4,2937
2104,57,187,39,0,4,2250
2105,19,149,93,1,1,2319
2106,56,158,53,1,4,2250
2107,53,199,44,1,2,1924
2108,38,178,46,0,0,1611
2109,19,211,36,1,2,2095
2110,23,168,111,0,0,2701
2111,44,198,44,1,1,1756
2112,57,162,51,0,3,2113
2113,36,209,48,0,1,2103
2114,21,153,116,0,4,4289
2115,33,211,84,0,3,3517
2116,23,212,41,0,2,2362
2117,42,202,50,1,4,2572
2118,30,141,51,1,4,2329
2119,45,165,93,0,2,2899
2120,31,145,75,0,0,1935
2121,59,185,96,1,3,2851
2122,45,166,79,1,0,1797
2123,41,203,38,1,4,2375
2124,54,211,106,1,3,3187
2125,33,152,67,1,4,2650
2126,48,162,97,0,3,3265
2127,18,173,38,1,0,1508
2128,29,173,92,0,0,2383
2129,28,146,118,0,4,4200
2130,26,147,46,0,0,1514
2131,28,155,60,1,1,1871
2132,58,198,63,0,3,2679
2133,36,191,81,1,3,2815
2134,52,211,118,1,0,2360
2135,45,203,110,0,3,3934
2136,56,212,74,0,0,2135
2137,45,143,61,0,4,2539
2138,22,173,88,1,3,2935
2139,19,155,78,1,3,2702
2140,48,142,83,1,1,1989
2141,36,192,64,0,1,2286
2142,30,193,81,1,2,2580
2143,58,145,72,1,2,2032
2144,55,211,74,1,2,2398
2145,46,196,113,0,2,3536
2146,47,150,71,1,2,2116
2147,26,198,88,0,1,2846
2148,22,134,88,1,0,1897
2149,28,137,62,1,3,2284
2150,43,152,107,0,1,2759
2151,26,183,87,0,0,2381
2152,23,149,98,0,2,3077
2153,52,157,113,1,4,3332
2154,32,157,77,0,0,2030
2155,26,203,57,1,3,2571
2156,54,177,50,0,2,2016
2157,57,209,102,0,4,4055
2158,49,184,47,1,0,1488
2159,57,211,44,1,0,1513
2160,29,185,97,1,4,3405
2161,41,144,108,1,1,2357
2162,29,195,42,0,1,1955
2163,60,196,53,1,2,1991
2164,18,211,108,0,1,3362
2165,55,191,65,0,2,2423
2166,59,169,97,1,0,1935
2167,25,147,37,1,4,2160
2168,31,145,119,1,1,2561
2169,60,162,82,1,1,1990
2170,57,193,75,0,1,2331
2171,53,190,44,0,4,2448
2172,19,183,49,0,2,2348
2173,53,200,104,1,1,2474
2174,36,160,112,1,1,2506
2175,51,178,98,1,4,3200
2176,43,207,51,0,2,2357
2177,34,178,37,0,3,2148
2178,46,211,47,0,1,2020
2179,52,199,83,1,2,2489
2180,33,135,118,1,2,2811
2181,18,183,103,1,3,3258
2182,41,209,109,0,2,3594
2183,58,156,65,0,0,1654
2184,43,181,47,1,0,1508
2185,60,160,40,0,3,1813
2186,22,135,107,0,1,2811
2187,23,206,40,0,4,2816
2188,31,138,84,1,3,2617
2189,48,178,105,1,0,2114
2190,46,170,39,0,3,2010
2191,27,187,53,0,0,1851
2192,33,176,82,1,0,1929
2193,22,135,113,1,3,3131
2194,37,152,116,1,2,2837
2195,36,177,53,1,3,2294
2196,55,137,45,0,2,1606
2197,47,178,66,1,3,2425
2198,27,209,106,0,4,4480
2199,50,200,102,1,2,2780
2200,31,207,63,1,0,1844
2201,26,213,93,0,4,4196
2202,30,211,93,0,4,4135
2203,36,166,43,1,4,2286
2204,49,213,111,1,0,2306
2205,58,146,80,1,1,1909
2206,35,213,95,0,3,3768
2207,29,184,42,1,2,1984
2208,51,162,81,1,3,2548
2209,26,154,40,0,0,1458
2210,53,137,36,0,3,1599
2211,43,194,54,1,3,2349
2212,20,202,64,1,4,2999
2213,42,151,108,0,0,2425
2214,41,154,54,1,0,1495
2215,34,134,71,0,0,1787
2216,30,177,118,0,4,4461
2217,59,184,91,0,4,3525
2218,33,144,80,1,4,2832
2219,50,176,76,1,1,2033
2220,24,156,106,1,3,3117
2221,57,135,102,0,4,3380
2222,51,181,101,1,0,2065
2223,54,203,71,1,1,2061
2224,37,209,73,1,4,3058
2225,46,209,38,0,1,1841
2226,23,188,38,0,4,2601
2227,29,148,46,1,2,1869
2228,30,167,91,1,1,2305
2229,56,174,107,0,0,2446
2230,32,137,113,0,1,2857
2231,18,172,109,0,2,3521
2232,28,147,65,1,1,1901
2233,34,134,80,0,4,3059
2234,24,135,60,0,3,2421
2235,25,208,40,0,2,2294
2236,54,191,77,1,1,2086
2237,50,203,100,0,1,2912
2238,35,170,89,0,3,3273
2239,23,190,47,1,4,2605
2240,26,201,39,1,2,2043
2241,51,149,82,0,2,2499
2242,24,209,66,0,2,2850
2243,60,212,60,1,2,2169
2244,51,145,115,0,3,3510
2245,20,164,53,1,2,2106
2246,38,150,59,0,1,1901
2247,45,143,115,0,1,2832
2248,25,186,101,1,1,2543
2249,32,138,61,1,3,2243
2250,42,147,47,0,3,2044
2251,32,139,107,0,4,3813
2252,23,208,45,0,3,2689
2253,30,158,102,1,1,2406
2254,25,195,67,0,1,2447
2255,26,209,107,0,4,4516
2256,38,169,56,0,3,2473
2257,22,178,82,0,4,3640
2258,19,184,119,0,3,4239
2259,38,139,56,1,0,1477
2260,39,140,73,1,4,2636
2261,28,150,42,1,1,1621
2262,37,150,77,1,2,2269
2263,20,179,74,0,1,2509
2264,54,157,57,1,0,1472
2265,18,149,72,0,1,2290
2266,24,154,76,1,2,2361
2267,53,178,102,1,3,2954
2268,43,153,45,1,3,1986
2269,56,198,53,0,1,1967
2270,21,145,61,1,0,1643
2271,22,140,114,0,4,4108
2272,23,155,82,0,1,2475
2273,45,203,57,0,0,1884
2274,49,148,105,1,2,2580
2275,20,151,36,1,1,1597
2276,22,196,81,1,2,2648
2277,44,184,69,1,1,2014
2278,30,179,82,1,0,1956
2279,25,168,81,1,1,2212
2280,25,192,110,1,1,2683
2281,45,173,118,0,1,3085
2282,53,201,76,0,3,3053
2283,43,148,37,0,2,1627
2284,20,136,62,1,2,2101
2285,35,152,59,0,4,2678
2286,59,207,37,1,4,2233
2287,40,144,98,0,2,2891
2288,35,152,111,0,0,2527
2289,37,173,56,0,1,2005
2290,32,166,48,1,4,2407
2291,56,182,98,0,0,2348
2292,18,150,118,0,1,3144
2293,23,154,78,1,2,2396
2294,58,137,99,0,1,2396
2295,47,152,60,1,3,2190
2296,29,167,72,1,0,1806
2297,39,138,47,1,0,1369
2298,43,140,77,1,1,1934
2299,49,193,104,1,3,3096
2300,49,191,60,0,0,1836
2301,54,154,47,1,4,2138
2302,43,203,65,0,0,2027
2303,37,182,72,0,1,2359
2304,49,189,102,1,1,2425
2305,55,163,57,1,1,1707
2306,54,152,43,0,4,2065
2307,31,141,38,0,1,1509
2308,29,172,104,0,1,2945
2309,51,194,40,1,2,1856
2310,36,209,65,0,3,3032
2311,19,182,62,0,2,2611
2312,53,186,38,0,4,2259
2313,20,157,88,0,3,3289
2314,29,147,66,0,4,2875
2315,55,182,85,1,1,2144
2316,40,207,93,0,3,3623
2317,30,136,78,0,4,3069
2318,25,137,88,0,4,3387
2319,49,161,87,0,3,3015
2320,50,177,77,1,2,2311
2321,49,148,58,1,1,1691
2322,48,172,103,1,0,2070
2323,38,207,51,1,4,2652
2324,44,175,106,1,3,3069
2325,41,183,105,0,4,4066
2326,49,184,41,0,1,1708
2327,60,168,87,1,3,2609
2328,55,147,39,1,2,1589
2329,52,157,70,0,1,2041
2330,35,173,113,0,3,3853
2331,43,184,101,0,3,3588
2332,36,182,79,1,2,2458
2333,29,162,94,1,1,2328
2334,44,147,101,1,3,2840
2335,31,170,88,1,1,2273
2336,35,165,76,0,2,2634
2337,57,165,38,1,4,2020
2338,44,175,116,0,1,3069
2339,30,146,63,0,4,2779
2340,53,210,88,0,4,3750
2341,30,202,76,1,4,3127
2342,22,206,87,1,3,3096
2343,42,150,62,0,3,2415
2344,46,195,115,0,0,2764
2345,39,150,53,1,4,2343
2346,18,188,108,0,4,4437
2347,33,177,45,1,1,1745
2348,24,134,100,1,1,2314
2349,34,204,63,1,4,2878
2350,24,168,62,1,0,1724
2351,39,183,63,0,1,2185
2352,21,167,72,1,4,2925
2353,23,195,115,1,0,2418
2354,28,138,56,0,4,2549
2355,60,208,48,1,3,2201
2356,21,193,98,1,2,2884
2357,41,204,119,0,4,4614
2358,59,143,66,1,2,1930
2359,30,147,74,0,2,2503
2360,24,211,111,1,1,2782
2361,31,138,70,0,4,2873
2362,50,181,71,0,2,2517
2363,32,162,71,1,2,2274
2364,32,136,114,1,0,2141
2365,23,192,115,0,3,4174
2366,26,175,42,1,4,2404
2367,56,175,92,0,3,3178
2368,60,158,59,0,2,2009
2369,55,172,39,1,2,1709
2370,28,144,119,0,2,3432
2371,27,180,100,1,4,3444
2372,27,176,40,0,2,2039
2373,19,155,117,1,4,3662
2374,25,136,80,1,1,2063
2375,35,204,44,1,0,1601
2376,26,199,84,1,1,2376
2377,48,167,96,1,1,2261
2378,54,197,64,0,0,1901
2379,40,182,63,1,4,2699
2380,22,143,108,0,1,2882
2381,46,178,96,0,4,3738
2382,54,209,105,1,4,3481
2383,51,151,51,1,3,2011
2384,48,182,109,1,0,2173
2385,52,194,62,0,2,2409
2386,37,160,82,0,3,3009
2387,42,184,46,1,4,2396
2388,55,207,58,0,4,2938
2389,30,212,106,0,4,4475
2390,44,149,43,1,0,1339
2391,41,139,97,0,0,2186
2392,20,208,52,1,0,1783
2393,21,205,70,0,2,2930
2394,56,184,71,0,2,2487
2395,21,161,103,0,2,3288
2396,30,165,39,1,4,2260
2397,52,185,73,0,4,3152
2398,21,176,41,1,3,2209
2399,36,149,49,0,4,2385
2400,43,138,71,0,4,2769
2401,29,198,63,0,4,3264
2402,27,167,86,0,2,2927
2403,45,177,45,0,2,1992
2404,35,198,98,0,2,3336
2405,34,165,39,1,2,1816
2406,57,198,81,1,1,2149
2407,48,199,99,0,2,3250
2408,21,158,96,1,4,3294
2409,40,156,47,1,0,1430
2410,35,197,56,1,4,2705
2411,23,210,82,1,4,3337
2412,21,154,115,1,4,3604
2413,31,183,92,1,0,2077
2414,23,189,65,1,3,2647
2415,54,183,101,0,1,2768
2416,26,177,87,0,3,3373
2417,47,186,116,0,0,2721
2418,40,180,97,0,2,3138
2419,28,162,35,1,3,1986
2420,43,134,98,0,1,2475
2421,52,137,42,1,3,1785
2422,21,206,107,1,1,2728
2423,36,166,60,1,1,1871
2424,30,171,62,0,0,1883
2425,43,134,112,0,1,2733
2426,37,143,38,0,4,2039
2427,44,143,111,1,2,2676
2428,38,172,91,0,0,2300
2429,24,180,39,1,1,1735
2430,49,177,55,1,1,1776
2431,21,138,39,0,4,2192
2432,25,185,71,0,0,2142
2433,21,178,38,0,4,2531
2434,54,188,56,1,3,2266
2435,24,174,88,1,1,2332
2436,47,147,115,1,1,2423
2437,35,203,97,1,2,2823
2438,29,200,71,0,0,2201
2439,36,212,94,0,1,2970
2440,47,153,58,1,3,2163
2441,48,152,70,1,2,2104
2442,43,202,93,0,0,2471
2443,32,139,80,1,4,2810
2444,28,191,91,0,3,3562
2445,54,163,110,1,2,2690
2446,27,142,85,0,2,2720
2447,30,161,77,0,2,2669
2448,46,157,111,1,0,2113
2449,42,188,103,0,2,3304
2450,34,141,116,1,1,2488
2451,21,202,104,1,1,2673
2452,50,208,98,1,0,2138
2453,56,155,114,0,3,3521
2454,18,161,83,0,4,3554
2455,25,162,101,1,0,2130
2456,59,155,40,0,2,1601
2457,55,203,82,0,1,2542
2458,21,194,57,1,4,2821
2459,53,155,74,1,0,1659
2460,52,144,79,0,1,2121
2461,59,211,70,1,2,2314
2462,27,151,107,0,1,2878
2463,41,148,106,0,2,3078
2464,21,179,47,1,2,2086
2465,28,209,50,1,0,1723
2466,47,138,102,0,1,2544
2467,26,171,117,0,1,3202
2468,41,193,113,0,2,3558
2469,43,154,52,0,3,2207
2470,33,180,109,0,0,2670
2471,36,158,76,1,3,2559
2472,19,185,43,0,4,2744
2473,46,183,92,0,4,3682
2474,23,173,78,0,4,3482
2475,29,195,57,1,3,2506
2476,52,170,90,0,3,3130
2477,47,196,38,1,0,1443
2478,33,202,58,1,2,2273
2479,54,150,71,0,0,1743
2480,29,147,87,0,4,3409
2481,20,144,106,0,2,3233
2482,40,136,115,1,1,2418
2483,35,174,110,0,0,2638
2484,33,139,84,1,3,2608
2485,59,178,92,1,0,1913
2486,34,159,84,0,2,2764
2487,57,158,101,1,0,1949
2488,21,187,96,1,2,2826
2489,57,171,98,1,1,2250
2490,32,202,87,1,0,2087
2491,43,204,46,1,4,2505
2492,59,168,64,1,0,1565
2493,31,156,65,1,4,2655
2494,49,210,88,0,3,3444
2495,44,198,52,1,1,1858
2496,29,135,50,0,1,1706
2497,59,160,65,1,1,1772
2498,39,178,35,0,4,2261
2499,46,190,87,1,3,2831
2500,38,196,101,1,1,2508
2501,43,205,48,1,1,1842
2502,59,185,56,0,1,1913
2503,27,158,54,1,2,2045
2504,50,188,50,1,3,2200
2505,21,183,43,0,4,2704
2506,47,154,113,0,4,3941
2507,40,149,111,0,4,3920
2508,38,182,35,1,1,1609
2509,45,167,41,1,1,1580
2510,18,135,45,0,3,2133
2511,49,157,56,0,0,1576
2512,40,209,82,1,2,2604
2513,30,136,45,1,0,1386
2514,30,135,73,0,3,2663
2515,25,198,83,1,1,2365
2516,45,138,106,0,2,2968
2517,30,167,96,1,0,2067
2518,30,141,54,1,4,2382
2519,33,197,103,0,4,4229
2520,38,152,98,0,4,3638
2521,49,148,91,1,2,2379
2522,41,149,43,1,1,1552
2523,49,212,113,0,4,4448
2524,32,163,35,0,0,1389
2525,29,136,94,0,3,3166
2526,36,181,115,1,3,3304
2527,52,159,45,1,3,1951
2528,24,179,120,0,0,2902
2529,59,152,83,1,4,2717
2530,21,138,115,1,2,2863
2531,32,152,46,1,0,1446
2532,23,167,107,1,2,2874
2533,25,183,116,0,0,2854
2534,20,157,87,0,1,2603
2535,60,208,53,1,4,2512
2536,43,203,63,1,1,2025
2537,57,184,35,1,1,1504
2538,52,137,53,0,4,2205
2539,53,165,83,1,4,2843
2540,30,201,80,1,0,2016
2541,48,150,86,0,1,2320
2542,24,190,47,1,1,1879
2543,46,203,39,0,2,2052
2544,20,190,99,0,1,3042
2545,52,188,51,0,3,2378
2546,50,165,95,1,0,1944
2547,44,195,55,0,0,1813
2548,32,144,118,1,0,2215
2549,35,173,109,1,1,2529
2550,40,208,61,0,3,2892
2551,52,159,81,1,1,2013
2552,54,211,76,1,0,1884
2553,59,179,101,1,3,2899
2554,18,149,41,0,0,1500
2555,46,136,96,0,4,3355
2556,46,208,82,0,2,2982
2557,39,149,66,1,3,2329
2558,43,157,89,0,2,2774
2559,47,194,95,0,2,3139
2560,29,144,46,0,4,2338
2561,38,175,99,0,4,3873
2562,44,190,102,1,0,2146
2563,56,204,101,0,2,3258
2564,21,167,47,1,3,2257
2565,48,191,113,1,1,2580
2566,38,174,54,0,4,2719
2567,28,168,105,1,0,2181
2568,37,210,88,1,0,2102
2569,54,196,78,1,4,2930
2570,40,182,66,1,0,1738
2571,45,195,39,1,3,2100
2572,53,156,66,1,1,1803
2573,55,202,76,0,3,3042
2574,36,200,115,0,4,4530
2575,38,153,66,0,3,2572
2576,53,156,52,1,0,1418
2577,53,161,109,0,2,3131
2578,19,152,101,1,3,3053
2579,47,213,59,0,4,3104
2580,31,157,65,1,0,1680
2581,38,185,99,0,3,3599
2582,19,166,40,0,1,1805
2583,57,184,117,0,2,3433
2584,53,167,65,0,1,2007
2585,35,210,94,0,3,3720
2586,41,162,106,1,3,3022
2587,59,193,44,0,2,1967
2588,49,171,79,0,1,2322
2589,35,138,93,0,1,2472
2590,33,149,57,1,1,1778
2591,47,136,46,1,0,1308
2592,22,207,80,0,4,3854
2593,51,172,87,0,2,2774
2594,45,184,85,0,0,2225
2595,59,190,47,0,2,2007
2596,45,199,43,1,4,2407
2597,43,135,50,1,0,1370
2598,60,164,36,0,2,1576
2599,39,180,114,0,1,3104
2600,43,190,108,0,2,3414
2601,33,173,52,0,3,2463
2602,56,173,102,1,2,2610
2603,25,159,96,0,1,2743
2604,29,180,40,1,0,1499
2605,18,147,116,1,2,2941
2606,21,147,86,0,1,2511
2607,36,135,113,1,2,2720
2608,35,158,80,1,4,2898
2609,18,182,106,1,0,2296
2610,37,153,76,1,4,2781
2611,60,213,50,0,0,1727
2612,32,153,38,0,1,1581
2613,51,158,57,0,3,2278
2614,52,204,118,0,3,4058
2615,37,168,62,1,1,1899
2616,59,173,87,0,0,2099
2617,57,153,44,1,3,1865
2618,19,189,55,1,1,2006
2619,60,211,107,1,1,2517
2620,34,171,114,1,3,3250
2621,56,211,102,1,4,3423
2622,20,171,75,0,2,2790
2623,44,187,83,1,3,2766
2624,33,136,105,1,1,2333
2625,25,136,120,1,1,2571
2626,40,204,98,0,0,2583
2627,39,134,56,1,3,2090
2628,25,188,113,1,4,3736
2629,41,134,66,1,2,2008
2630,59,137,67,0,4,2486
2631,45,141,40,1,0,1271
2632,23,210,88,1,2,2809
2633,45,179,43,1,3,2078
2634,29,153,59,0,4,2751
2635,58,156,87,0,1,2300
2636,53,176,96,0,4,3644
2637,18,137,40,1,4,2211
2638,42,191,68,0,2,2600
2639,21,192,104,0,3,3939
2640,53,196,49,1,4,2428
2641,29,180,115,0,4,4423
2642,30,161,62,0,1,2091
2643,21,165,80,0,3,3161
2644,35,166,111,0,0,2608
2645,55,141,115,1,0,2051
2646,36,201,76,1,0,1940
2647,59,209,59,0,4,2938
2648,31,164,87,0,4,3543
2649,34,189,107,1,4,3563
2650,30,158,53,0,2,2148
2651,40,187,59,0,1,2130
2652,53,149,35,1,0,1204
2653,19,149,50,0,4,2594
2654,46,191,49,0,0,1680
2655,35,188,85,1,2,2579
2656,24,141,59,0,4,2696
2657,54,196,63,0,1,2153
2658,34,191,40,1,3,2176
2659,21,140,66,1,3,2416
2660,44,134,40,1,2,1615
2661,48,154,109,0,2,3123
2662,36,174,108,0,4,4115
2663,38,147,108,1,0,2084
2664,34,136,78,1,2,2236
2665,40,192,107,1,2,2880
2666,32,147,51,1,2,1915
2667,27,151,100,1,1,2369
2668,56,168,68,1,1,1862
2669,38,181,84,1,4,3079
2670,28,192,64,1,2,2345
2671,44,195,56,0,2,2363
2672,22,134,66,1,3,2376
2673,52,200,52,0,1,1993
2674,21,139,112,1,0,2187
2675,21,180,70,1,1,2147
2676,27,189,40,0,3,2377
2677,50,196,51,1,0,1571
2678,30,139,101,1,4,3196
